Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij
Robert,Yuchao,1,"('Robert', 'Yuchao')",13,1,0.076923077
Australia,Maria Cadiz,3,"('Australia', 'Maria Cadiz')",853,1,0.010550996
Australia,Suzanne,1,"('Australia', 'Suzanne')",853,1,0.001172333
Australia,Sarah,3,"('Australia', 'Sarah')",853,3,0.003516999
France,Sarah,2,"('France', 'Sarah')",593,3,0.002248454
Rob,Sarah,1,"('Rob', 'Sarah')",4,3,0.083333333
Australia,Hermann,1,"('Australia', 'Hermann')",853,1,0.001172333
Australia,David,6,"('Australia', 'David')",853,29,0.00145531
Canada,David,5,"('Canada', 'David')",1030,29,0.00083696
Belgium,David,4,"('Belgium', 'David')",208,29,0.00265252
David,David,2,"('David', 'David')",29,29,0.004756243
Dan,David,1,"('Dan', 'David')",5,29,0.006896552
Australia,Shane,2,"('Australia', 'Shane')",853,3,0.001563111
Australia,Suman,1,"('Australia', 'Suman')",853,1,0.001172333
Australia,Martin,2,"('Australia', 'Martin')",853,4,0.001172333
Finland,Martin,3,"('Finland', 'Martin')",163,4,0.013803681
Jason,Martin,1,"('Jason', 'Martin')",4,4,0.0625
Bradley,Martin,1,"('Bradley', 'Martin')",2,4,0.125
Australia,Hannes,2,"('Australia', 'Hannes')",853,1,0.004689332
David,Hannes,1,"('David', 'Hannes')",29,1,0.034482759
Australia,Thomas,3,"('Australia', 'Thomas')",853,9,0.001172333
Switzerland,Thomas,4,"('Switzerland', 'Thomas')",169,9,0.010519395
Netherlands,Thomas,3,"('Netherlands', 'Thomas')",475,9,0.002105263
Germany,Thomas,1,"('Germany', 'Thomas')",428,9,0.000259605
Sandra,Thomas,1,"('Sandra', 'Thomas')",5,9,0.022222222
Alice,Thomas,2,"('Alice', 'Thomas')",2,9,0.222222222
Laury,Thomas,1,"('Laury', 'Thomas')",1,9,0.111111111
Australia,Craig,1,"('Australia', 'Craig')",853,1,0.001172333
Australia,Kristin,2,"('Australia', 'Kristin')",853,2,0.002344666
Australia,Fidel,5,"('Australia', 'Fidel')",853,1,0.029308324
Canada,Fidel,4,"('Canada', 'Fidel')",1030,1,0.015533981
Brazil,Fidel,2,"('Brazil', 'Fidel')",71,1,0.056338028
Croatia,Fidel,1,"('Croatia', 'Fidel')",6,1,0.166666667
Austria,Fidel,1,"('Austria', 'Fidel')",58,1,0.017241379
Estonia,Fidel,1,"('Estonia', 'Fidel')",13,1,0.076923077
Colombia,Fidel,1,"('Colombia', 'Fidel')",17,1,0.058823529
Australia,Sri Lanka,5,"('Australia', 'Sri Lanka')",853,1,0.029308324
Peoples R China,Sri Lanka,3,"('Peoples R China', 'Sri Lanka')",994,1,0.009054326
Israel,Sri Lanka,1,"('Israel', 'Sri Lanka')",57,1,0.01754386
Canada,Sri Lanka,4,"('Canada', 'Sri Lanka')",1030,1,0.015533981
Brazil,Sri Lanka,2,"('Brazil', 'Sri Lanka')",71,1,0.056338028
Spain,Sri Lanka,1,"('Spain', 'Sri Lanka')",535,1,0.001869159
Netherlands,Sri Lanka,1,"('Netherlands', 'Sri Lanka')",475,1,0.002105263
Mexico,Sri Lanka,1,"('Mexico', 'Sri Lanka')",46,1,0.02173913
Portugal,Sri Lanka,2,"('Portugal', 'Sri Lanka')",114,1,0.035087719
Malaysia,Sri Lanka,1,"('Malaysia', 'Sri Lanka')",46,1,0.02173913
Singapore,Sri Lanka,2,"('Singapore', 'Sri Lanka')",85,1,0.047058824
France,Sri Lanka,1,"('France', 'Sri Lanka')",593,1,0.001686341
Italy,Sri Lanka,1,"('Italy', 'Sri Lanka')",219,1,0.00456621
Croatia,Sri Lanka,1,"('Croatia', 'Sri Lanka')",6,1,0.166666667
South Korea,Sri Lanka,1,"('South Korea', 'Sri Lanka')",165,1,0.006060606
Japan,Sri Lanka,1,"('Japan', 'Sri Lanka')",24,1,0.041666667
Austria,Sri Lanka,1,"('Austria', 'Sri Lanka')",58,1,0.017241379
Estonia,Sri Lanka,1,"('Estonia', 'Sri Lanka')",13,1,0.076923077
Pakistan,Sri Lanka,1,"('Pakistan', 'Sri Lanka')",47,1,0.021276596
Colombia,Sri Lanka,1,"('Colombia', 'Sri Lanka')",17,1,0.058823529
Slovenia,Sri Lanka,1,"('Slovenia', 'Sri Lanka')",31,1,0.032258065
Lithuania,Sri Lanka,1,"('Lithuania', 'Sri Lanka')",10,1,0.1
Fidel,Sri Lanka,1,"('Fidel', 'Sri Lanka')",1,1,1
Australia,Maree,3,"('Australia', 'Maree')",853,1,0.010550996
Australia,Graham,2,"('Australia', 'Graham')",853,3,0.001563111
Australia,Kohyar,1,"('Australia', 'Kohyar')",853,1,0.001172333
Alexander,Kohyar,1,"('Alexander', 'Kohyar')",5,1,0.2
Australia,Prithi,1,"('Australia', 'Prithi')",853,1,0.001172333
Australia,Christine,1,"('Australia', 'Christine')",853,1,0.001172333
Australia,Jun,3,"('Australia', 'Jun')",853,2,0.005275498
Australia,Eduardo,2,"('Australia', 'Eduardo')",853,2,0.002344666
Brazil,Eduardo,2,"('Brazil', 'Eduardo')",71,2,0.028169014
Australia,Roger,1,"('Australia', 'Roger')",853,1,0.001172333
Eduardo,Roger,1,"('Eduardo', 'Roger')",2,1,0.5
Australia,Jeremy,1,"('Australia', 'Jeremy')",853,2,0.000586166
Glen,Jeremy,1,"('Glen', 'Jeremy')",2,2,0.25
Australia,MuiChing Carina,1,"('Australia', 'MuiChing Carina')",853,1,0.001172333
John,MuiChing Carina,1,"('John', 'MuiChing Carina')",10,1,0.1
Australia,John,2,"('Australia', 'John')",853,10,0.000468933
Germany,John,1,"('Germany', 'John')",428,10,0.000233645
Bruce,John,2,"('Bruce', 'John')",3,10,0.133333333
Cornelia,John,1,"('Cornelia', 'John')",1,10,0.1
Australia,Gergely,1,"('Australia', 'Gergely')",853,1,0.001172333
Australia,Carolin,2,"('Australia', 'Carolin')",853,2,0.002344666
Australia,Jodie,1,"('Australia', 'Jodie')",853,1,0.001172333
Carolin,Jodie,1,"('Carolin', 'Jodie')",2,1,0.5
Australia,Timothy,3,"('Australia', 'Timothy')",853,2,0.005275498
Nicola,Timothy,1,"('Nicola', 'Timothy')",4,2,0.125
Hannah,Timothy,1,"('Hannah', 'Timothy')",1,2,0.5
Jillian,Timothy,1,"('Jillian', 'Timothy')",1,2,0.5
Australia,Nicola,2,"('Australia', 'Nicola')",853,4,0.001172333
France,Nicola,2,"('France', 'Nicola')",593,4,0.001686341
Nicola,Nicola,1,"('Nicola', 'Nicola')",4,4,0.0625
Alison,Nicola,1,"('Alison', 'Nicola')",2,4,0.125
Joanne,Nicola,1,"('Joanne', 'Nicola')",1,4,0.25
Australia,Michelle,1,"('Australia', 'Michelle')",853,3,0.000390778
Jennifer,Michelle,1,"('Jennifer', 'Michelle')",9,3,0.037037037
Jiawei Sophia,Michelle,1,"('Jiawei Sophia', 'Michelle')",1,3,0.333333333
Australia,Michael,2,"('Australia', 'Michael')",853,8,0.000586166
Canada,Michael,2,"('Canada', 'Michael')",1030,8,0.000485437
Germany,Michael,2,"('Germany', 'Michael')",428,8,0.001168224
Cynthia,Michael,1,"('Cynthia', 'Michael')",4,8,0.03125
Jana,Michael,1,"('Jana', 'Michael')",1,8,0.125
Australia,Sihai,1,"('Australia', 'Sihai')",853,1,0.001172333
Peoples R China,Sihai,1,"('Peoples R China', 'Sihai')",994,1,0.001006036
Australia,John Ehsman,1,"('Australia', 'John Ehsman')",853,1,0.001172333
Elias,John Ehsman,1,"('Elias', 'John Ehsman')",1,1,1
Australia,Elias,1,"('Australia', 'Elias')",853,1,0.001172333
Australia,India,13,"('Australia', 'India')",853,122,0.001623969
Canada,India,2,"('Canada', 'India')",1030,122,3.18E-05
Brazil,India,1,"('Brazil', 'India')",71,122,0.000115447
Germany,India,1,"('Germany', 'India')",428,122,1.92E-05
India,India,41,"('India', 'India')",122,122,0.11294007
France,India,6,"('France', 'India')",593,122,0.000497609
Damodar,India,1,"('Damodar', 'India')",1,122,0.008196721
Godwin,India,1,"('Godwin', 'India')",2,122,0.004098361
Bindu,India,1,"('Bindu', 'India')",1,122,0.008196721
G. Venkat,India,1,"('G. Venkat', 'India')",1,122,0.008196721
Ernesto,India,6,"('Ernesto', 'India')",4,122,0.073770492
Chirag,India,2,"('Chirag', 'India')",1,122,0.032786885
Bibek,India,1,"('Bibek', 'India')",1,122,0.008196721
Australia,Cristina,1,"('Australia', 'Cristina')",853,3,0.000390778
Australia,Linda Mary,1,"('Australia', 'Linda Mary')",853,1,0.001172333
Elizabeth Prior,Linda Mary,1,"('Elizabeth Prior', 'Linda Mary')",3,1,0.333333333
Australia,Belgium,5,"('Australia', 'Belgium')",853,208,0.000140905
Belgium,Belgium,81,"('Belgium', 'Belgium')",208,208,0.151650333
Andrea,Belgium,1,"('Andrea', 'Belgium')",11,208,0.000437063
Anne,Belgium,2,"('Anne', 'Belgium')",5,208,0.003846154
Anastasia,Belgium,4,"('Anastasia', 'Belgium')",3,208,0.025641026
Abdulgawi Salim,Belgium,2,"('Abdulgawi Salim', 'Belgium')",2,208,0.009615385
Adelien,Belgium,2,"('Adelien', 'Belgium')",1,208,0.019230769
Adeline,Belgium,3,"('Adeline', 'Belgium')",1,208,0.043269231
Beatrice,Belgium,1,"('Beatrice', 'Belgium')",1,208,0.004807692
Australia,Sen,4,"('Australia', 'Sen')",853,2,0.009378664
Indonesia,Sen,1,"('Indonesia', 'Sen')",20,2,0.025
Andre,Sen,1,"('Andre', 'Sen')",3,2,0.166666667
Nathan,Sen,1,"('Nathan', 'Sen')",2,2,0.25
Mulyadi,Sen,1,"('Mulyadi', 'Sen')",1,2,0.5
Australia,Helena,1,"('Australia', 'Helena')",853,1,0.001172333
Australia,Millicent,1,"('Australia', 'Millicent')",853,1,0.001172333
Australia,Samir,1,"('Australia', 'Samir')",853,1,0.001172333
Christopher,Samir,1,"('Christopher', 'Samir')",5,1,0.2
Robert,Samir,1,"('Robert', 'Samir')",13,1,0.076923077
Australia,Christopher,1,"('Australia', 'Christopher')",853,5,0.000234467
Australia,Shimin,1,"('Australia', 'Shimin')",853,1,0.001172333
Peoples R China,Shimin,1,"('Peoples R China', 'Shimin')",994,1,0.001006036
Australia,Yunieta,2,"('Australia', 'Yunieta')",853,1,0.004689332
Janice,Yunieta,1,"('Janice', 'Yunieta')",1,1,1
Australia,Janice,2,"('Australia', 'Janice')",853,1,0.004689332
Australia,Krzysztof,3,"('Australia', 'Krzysztof')",853,2,0.005275498
Australia,Prakash,1,"('Australia', 'Prakash')",853,1,0.001172333
Krzysztof,Prakash,1,"('Krzysztof', 'Prakash')",2,1,0.5
Australia,Turkey,3,"('Australia', 'Turkey')",853,91,0.000115945
Peoples R China,Turkey,15,"('Peoples R China', 'Turkey')",994,91,0.002487452
Israel,Turkey,1,"('Israel', 'Turkey')",57,91,0.00019279
Canada,Turkey,4,"('Canada', 'Turkey')",1030,91,0.000170703
South Africa,Turkey,4,"('South Africa', 'Turkey')",84,91,0.002093145
Norway,Turkey,1,"('Norway', 'Turkey')",107,91,0.000102701
Brazil,Turkey,4,"('Brazil', 'Turkey')",71,91,0.002476397
Oman,Turkey,4,"('Oman', 'Turkey')",5,91,0.035164835
Belgium,Turkey,4,"('Belgium', 'Turkey')",208,91,0.000845309
Spain,Turkey,4,"('Spain', 'Turkey')",535,91,0.000328643
Netherlands,Turkey,1,"('Netherlands', 'Turkey')",475,91,2.31E-05
Russia,Turkey,4,"('Russia', 'Turkey')",20,91,0.008791209
Mexico,Turkey,8,"('Mexico', 'Turkey')",46,91,0.015289059
Thailand,Turkey,4,"('Thailand', 'Turkey')",17,91,0.010342599
Germany,Turkey,3,"('Germany', 'Turkey')",428,91,0.000231077
Taiwan,Turkey,8,"('Taiwan', 'Turkey')",211,91,0.00333316
Portugal,Turkey,8,"('Portugal', 'Turkey')",114,91,0.006169269
Malaysia,Turkey,4,"('Malaysia', 'Turkey')",46,91,0.003822265
Singapore,Turkey,5,"('Singapore', 'Turkey')",85,91,0.003232062
France,Turkey,5,"('France', 'Turkey')",593,91,0.00046328
Italy,Turkey,4,"('Italy', 'Turkey')",219,91,0.00080285
South Korea,Turkey,8,"('South Korea', 'Turkey')",165,91,0.004262404
Turkey,Turkey,37,"('Turkey', 'Turkey')",91,91,0.165318198
New Zealand,Turkey,1,"('New Zealand', 'Turkey')",146,91,7.53E-05
Austria,Turkey,4,"('Austria', 'Turkey')",58,91,0.003031451
Nigeria,Turkey,6,"('Nigeria', 'Turkey')",16,91,0.024725275
Sebnem,Turkey,7,"('Sebnem', 'Turkey')",3,91,0.179487179
Egypt,Turkey,4,"('Egypt', 'Turkey')",21,91,0.00837258
M. Kemal,Turkey,1,"('M. Kemal', 'Turkey')",1,91,0.010989011
Guel Selin,Turkey,1,"('Guel Selin', 'Turkey')",1,91,0.010989011
Lebanon,Turkey,1,"('Lebanon', 'Turkey')",39,91,0.00028177
Meral,Turkey,1,"('Meral', 'Turkey')",1,91,0.010989011
Hungary,Turkey,4,"('Hungary', 'Turkey')",9,91,0.01953602
North Macedonia,Turkey,4,"('North Macedonia', 'Turkey')",6,91,0.029304029
Semra,Turkey,2,"('Semra', 'Turkey')",1,91,0.043956044
Pakistan,Turkey,2,"('Pakistan', 'Turkey')",47,91,0.000935235
Bahtisen,Turkey,2,"('Bahtisen', 'Turkey')",1,91,0.043956044
Canan,Turkey,2,"('Canan', 'Turkey')",1,91,0.043956044
Slovenia,Turkey,4,"('Slovenia', 'Turkey')",31,91,0.005671748
Ayse Begum,Turkey,1,"('Ayse Begum', 'Turkey')",1,91,0.010989011
Aysegul,Turkey,1,"('Aysegul', 'Turkey')",1,91,0.010989011
Jingqiu,Turkey,4,"('Jingqiu', 'Turkey')",4,91,0.043956044
Romania,Turkey,4,"('Romania', 'Turkey')",8,91,0.021978022
Ali Osman,Turkey,2,"('Ali Osman', 'Turkey')",1,91,0.043956044
Kubilay,Turkey,4,"('Kubilay', 'Turkey')",1,91,0.175824176
Toto,Turkey,4,"('Toto', 'Turkey')",2,91,0.087912088
Brigitte,Turkey,4,"('Brigitte', 'Turkey')",3,91,0.058608059
Abdulgawi Salim,Turkey,4,"('Abdulgawi Salim', 'Turkey')",2,91,0.087912088
Malta,Turkey,4,"('Malta', 'Turkey')",2,91,0.087912088
Luigina,Turkey,4,"('Luigina', 'Turkey')",2,91,0.087912088
Jian,Turkey,4,"('Jian', 'Turkey')",4,91,0.043956044
Marko,Turkey,4,"('Marko', 'Turkey')",2,91,0.087912088
Oyku,Turkey,1,"('Oyku', 'Turkey')",1,91,0.010989011
Shouyu,Turkey,1,"('Shouyu', 'Turkey')",1,91,0.010989011
Australia,Kun Tracy,1,"('Australia', 'Kun Tracy')",853,1,0.001172333
Australia,Jenny,1,"('Australia', 'Jenny')",853,3,0.000390778
Australia,Zoltan,1,"('Australia', 'Zoltan')",853,1,0.001172333
Martin,Zoltan,1,"('Martin', 'Zoltan')",4,1,0.25
Australia,Elka,1,"('Australia', 'Elka')",853,1,0.001172333
Australia,Kristina,2,"('Australia', 'Kristina')",853,1,0.004689332
Germany,Kristina,2,"('Germany', 'Kristina')",428,1,0.009345794
Australia,Gary,2,"('Australia', 'Gary')",853,7,0.000669905
Canada,Gary,3,"('Canada', 'Gary')",1030,7,0.001248266
Denton,Gary,1,"('Denton', 'Gary')",1,7,0.142857143
Frederic,Gary,1,"('Frederic', 'Gary')",1,7,0.142857143
Daniele,Gary,1,"('Daniele', 'Gary')",1,7,0.142857143
Australia,Fara,1,"('Australia', 'Fara')",853,1,0.001172333
Australia,Cornelia,1,"('Australia', 'Cornelia')",853,1,0.001172333
Australia,Walid,1,"('Australia', 'Walid')",853,1,0.001172333
Canada,Walid,1,"('Canada', 'Walid')",1030,1,0.000970874
Australia,Lonneke,1,"('Australia', 'Lonneke')",853,1,0.001172333
Australia,Heather,1,"('Australia', 'Heather')",853,1,0.001172333
Alexander,Heather,1,"('Alexander', 'Heather')",5,1,0.2
Australia,Sukanto,1,"('Australia', 'Sukanto')",853,1,0.001172333
Alexander,Sukanto,1,"('Alexander', 'Sukanto')",5,1,0.2
Heather,Sukanto,1,"('Heather', 'Sukanto')",1,1,1
Australia,Debbie,1,"('Australia', 'Debbie')",853,1,0.001172333
Australia,Mehrdokht,1,"('Australia', 'Mehrdokht')",853,1,0.001172333
Debbie,Mehrdokht,1,"('Debbie', 'Mehrdokht')",1,1,1
Australia,Minzhi,2,"('Australia', 'Minzhi')",853,1,0.004689332
Australia,Lynne,1,"('Australia', 'Lynne')",853,1,0.001172333
Australia,Hungary,1,"('Australia', 'Hungary')",853,9,0.000130259
Canada,Hungary,2,"('Canada', 'Hungary')",1030,9,0.000431499
Brazil,Hungary,2,"('Brazil', 'Hungary')",71,9,0.006259781
Belgium,Hungary,2,"('Belgium', 'Hungary')",208,9,0.002136752
France,Hungary,2,"('France', 'Hungary')",593,9,0.000749485
Austria,Hungary,1,"('Austria', 'Hungary')",58,9,0.001915709
Egypt,Hungary,2,"('Egypt', 'Hungary')",21,9,0.021164021
Brigitte,Hungary,2,"('Brigitte', 'Hungary')",3,9,0.148148148
Abdulgawi Salim,Hungary,2,"('Abdulgawi Salim', 'Hungary')",2,9,0.222222222
Australia,Daniella,3,"('Australia', 'Daniella')",853,1,0.010550996
Australia,Bryan,1,"('Australia', 'Bryan')",853,2,0.000586166
Australia,Mohammad Badrul,1,"('Australia', 'Mohammad Badrul')",853,1,0.001172333
Arifur,Mohammad Badrul,1,"('Arifur', 'Mohammad Badrul')",2,1,0.5
Australia,Leanne,1,"('Australia', 'Leanne')",853,1,0.001172333
Australia,Trevor,1,"('Australia', 'Trevor')",853,1,0.001172333
Leanne,Trevor,1,"('Leanne', 'Trevor')",1,1,1
Australia,Juhyun,1,"('Australia', 'Juhyun')",853,1,0.001172333
Canada,Juhyun,1,"('Canada', 'Juhyun')",1030,1,0.000970874
Australia,Kathleen,2,"('Australia', 'Kathleen')",853,4,0.001172333
Canada,Kathleen,2,"('Canada', 'Kathleen')",1030,4,0.000970874
Germany,Kathleen,1,"('Germany', 'Kathleen')",428,4,0.000584112
Juhyun,Kathleen,1,"('Juhyun', 'Kathleen')",1,4,0.25
Australia,Peipei,1,"('Australia', 'Peipei')",853,1,0.001172333
Australia,Paul,2,"('Australia', 'Paul')",853,6,0.000781555
Canada,Paul,1,"('Canada', 'Paul')",1030,6,0.000161812
Malaysia,Paul,1,"('Malaysia', 'Paul')",46,6,0.003623188
France,Paul,1,"('France', 'Paul')",593,6,0.000281057
New Zealand,Paul,3,"('New Zealand', 'Paul')",146,6,0.010273973
Maria,Paul,1,"('Maria', 'Paul')",15,6,0.011111111
Clinton,Paul,1,"('Clinton', 'Paul')",2,6,0.083333333
Australia,Clinton,2,"('Australia', 'Clinton')",853,2,0.002344666
Australia,Radzi,2,"('Australia', 'Radzi')",853,1,0.004689332
Paul,Radzi,1,"('Paul', 'Radzi')",6,1,0.166666667
Clinton,Radzi,1,"('Clinton', 'Radzi')",2,1,0.5
Australia,Kate,4,"('Australia', 'Kate')",853,3,0.006252442
Australia,Marion,1,"('Australia', 'Marion')",853,2,0.000586166
Belgium,Marion,1,"('Belgium', 'Marion')",208,2,0.002403846
France,Marion,1,"('France', 'Marion')",593,2,0.00084317
Kate,Marion,1,"('Kate', 'Marion')",3,2,0.166666667
Australia,Nitika,1,"('Australia', 'Nitika')",853,1,0.001172333
Australia,Chaminda,1,"('Australia', 'Chaminda')",853,1,0.001172333
Australia,Rahat,1,"('Australia', 'Rahat')",853,1,0.001172333
Chaminda,Rahat,1,"('Chaminda', 'Rahat')",1,1,1
Australia,Mahesh,2,"('Australia', 'Mahesh')",853,2,0.002344666
India,Mahesh,1,"('India', 'Mahesh')",122,2,0.004098361
Anusorn,Mahesh,1,"('Anusorn', 'Mahesh')",1,2,0.5
Australia,Pat,2,"('Australia', 'Pat')",853,1,0.004689332
Australia,Vijaya,1,"('Australia', 'Vijaya')",853,1,0.001172333
Australia,Lavanya,1,"('Australia', 'Lavanya')",853,1,0.001172333
Australia,Hwee Ping,2,"('Australia', 'Hwee Ping')",853,1,0.004689332
Australia,Rob,3,"('Australia', 'Rob')",853,4,0.002637749
Netherlands,Rob,3,"('Netherlands', 'Rob')",475,4,0.004736842
Barbara,Rob,1,"('Barbara', 'Rob')",6,4,0.041666667
Australia,Dimitria,3,"('Australia', 'Dimitria')",853,1,0.010550996
Australia,Gabriel,1,"('Australia', 'Gabriel')",853,1,0.001172333
Australia,Leon,3,"('Australia', 'Leon')",853,4,0.002637749
Germany,Leon,2,"('Germany', 'Leon')",428,4,0.002336449
India,Leon,1,"('India', 'Leon')",122,4,0.00204918
Don,Leon,2,"('Don', 'Leon')",3,4,0.333333333
Australia,Don,2,"('Australia', 'Don')",853,3,0.001563111
Australia,Jeroen,1,"('Australia', 'Jeroen')",853,11,0.000106576
Belgium,Jeroen,20,"('Belgium', 'Jeroen')",208,11,0.174825175
Jeroen,Jeroen,4,"('Jeroen', 'Jeroen')",11,11,0.132231405
Hans,Jeroen,2,"('Hans', 'Jeroen')",2,11,0.181818182
Elfi,Jeroen,4,"('Elfi', 'Jeroen')",2,11,0.727272727
Els,Jeroen,1,"('Els', 'Jeroen')",2,11,0.045454545
Australia,Hannah,1,"('Australia', 'Hannah')",853,1,0.001172333
Australia,Jillian,1,"('Australia', 'Jillian')",853,1,0.001172333
Hannah,Jillian,1,"('Hannah', 'Jillian')",1,1,1
Australia,Rahul,2,"('Australia', 'Rahul')",853,1,0.004689332
Australia,Ling,1,"('Australia', 'Ling')",853,1,0.001172333
Australia,Nooraisah,1,"('Australia', 'Nooraisah')",853,1,0.001172333
Malaysia,Nooraisah,3,"('Malaysia', 'Nooraisah')",46,1,0.195652174
Australia,[Tam Thien Vo,2,"('Australia', '[Tam Thien Vo')",853,1,0.004689332
Australia,Nathan,3,"('Australia', 'Nathan')",853,2,0.005275498
Indonesia,Nathan,1,"('Indonesia', 'Nathan')",20,2,0.025
Dan,Nathan,1,"('Dan', 'Nathan')",5,2,0.1
Mulyadi,Nathan,1,"('Mulyadi', 'Nathan')",1,2,0.5
Australia,Mulyadi,1,"('Australia', 'Mulyadi')",853,1,0.001172333
Indonesia,Mulyadi,1,"('Indonesia', 'Mulyadi')",20,1,0.05
Australia,Mirjam,1,"('Australia', 'Mirjam')",853,1,0.001172333
Australia,Trinidad Tobago,2,"('Australia', 'Trinidad Tobago')",853,8,0.000586166
New Zealand,Trinidad Tobago,3,"('New Zealand', 'Trinidad Tobago')",146,8,0.007705479
Lebanon,Trinidad Tobago,1,"('Lebanon', 'Trinidad Tobago')",39,8,0.003205128
Colombia,Trinidad Tobago,1,"('Colombia', 'Trinidad Tobago')",17,8,0.007352941
Alvaro,Trinidad Tobago,1,"('Alvaro', 'Trinidad Tobago')",2,8,0.0625
Patricia,Trinidad Tobago,1,"('Patricia', 'Trinidad Tobago')",3,8,0.041666667
Australia,Ziqi,1,"('Australia', 'Ziqi')",853,1,0.001172333
Peoples R China,Ziqi,1,"('Peoples R China', 'Ziqi')",994,1,0.001006036
Australia,Layla,3,"('Australia', 'Layla')",853,2,0.005275498
Australia,Xiaoshuang,2,"('Australia', 'Xiaoshuang')",853,1,0.004689332
Peoples R China,Xiaoshuang,1,"('Peoples R China', 'Xiaoshuang')",994,1,0.001006036
Australia,Zhen Xiong,2,"('Australia', 'Zhen Xiong')",853,1,0.004689332
Peoples R China,Zhen Xiong,1,"('Peoples R China', 'Zhen Xiong')",994,1,0.001006036
Xiaoshuang,Zhen Xiong,1,"('Xiaoshuang', 'Zhen Xiong')",1,1,1
Australia,Sutharson,1,"('Australia', 'Sutharson')",853,1,0.001172333
Dessalegn,Sutharson,1,"('Dessalegn', 'Sutharson')",1,1,1
Australia,Dessalegn,1,"('Australia', 'Dessalegn')",853,1,0.001172333
Australia,Harald,2,"('Australia', 'Harald')",853,3,0.001563111
Arne,Harald,1,"('Arne', 'Harald')",2,3,0.166666667
Australia,Jiemiao,1,"('Australia', 'Jiemiao')",853,1,0.001172333
Australia,Renaud,1,"('Australia', 'Renaud')",853,1,0.001172333
Canada,Renaud,1,"('Canada', 'Renaud')",1030,1,0.000970874
Australia,Jagjit,1,"('Australia', 'Jagjit')",853,1,0.001172333
Anna Clare,Jagjit,1,"('Anna Clare', 'Jagjit')",1,1,1
Australia,Michal,1,"('Australia', 'Michal')",853,1,0.001172333
Canada,Michal,1,"('Canada', 'Michal')",1030,1,0.000970874
Australia,Roman,2,"('Australia', 'Roman')",853,1,0.004689332
Grant,Roman,1,"('Grant', 'Roman')",1,1,1
Australia,Grant,2,"('Australia', 'Grant')",853,1,0.004689332
Australia,Mohammed,2,"('Australia', 'Mohammed')",853,2,0.002344666
Australia,Shamsun,1,"('Australia', 'Shamsun')",853,1,0.001172333
Oman,Shamsun,1,"('Oman', 'Shamsun')",5,1,0.2
New Zealand,Shamsun,1,"('New Zealand', 'Shamsun')",146,1,0.006849315
Mohammed,Shamsun,1,"('Mohammed', 'Shamsun')",2,1,0.5
Australia,Dan,2,"('Australia', 'Dan')",853,5,0.000937866
Australia,Pornsit,1,"('Australia', 'Pornsit')",853,2,0.000586166
Peoples R China,Pornsit,1,"('Peoples R China', 'Pornsit')",994,2,0.000503018
Australia,Catherine,1,"('Australia', 'Catherine')",853,4,0.000293083
Canada,Catherine,1,"('Canada', 'Catherine')",1030,4,0.000242718
Barbara,Catherine,1,"('Barbara', 'Catherine')",6,4,0.041666667
Australia,Ralph,1,"('Australia', 'Ralph')",853,2,0.000586166
New Zealand,Ralph,1,"('New Zealand', 'Ralph')",146,2,0.003424658
