,Pakistan,Slovenia,Greece,Lithuania,Tunisia,Argentina,India,Austria,Peru,Australia,Hungary,Lebanon,South Korea,Indonesia,Mauritius,Switzerland,Italy,Finland,United Kingdom,Vietnam,Turkiye,Denmark,Portugal,Netherlands,Mexico,Ireland,Sweden,Norway,Croatia,Spain,USA,Malaysia,South Africa,Belgium,Israel,Canada,Estonia,Japan,Kuwait,France,Jordan,Germany,North Macedonia,Colombia,Brazil,Egypt,Chile,Singapore,Ukraine,United Arab Emirates,Thailand,Nigeria,China,New Zealand,Kenya
Denmark,8.55131496550785,6.981760102959126,7.666472479751521,6.703814420137231,7.651466287933996,9.400090104765383,8.67461685205059,6.766802587947099,9.315015652914314,9.683615518967214,6.919664086806273,8.005640303257596,0.0,9.291153244535053,9.152796636850699,6.94071411977885,7.33569004293724,6.785177504414599,6.866509861497696,0.0,7.7400111451132085,4.357739449261804,7.815396713292155,6.434504944889563,9.161446617441454,7.1232681908774325,6.26108530404984,6.1847977525462,7.024088375095149,7.637705348266017,8.782536245650213,9.177151979734953,9.124836294802854,6.64269212578871,8.052385957491955,8.685015980550402,6.72896372439275,9.071369756419353,8.30585715620964,6.9349900234690764,8.072412141620699,5.866427546197734,7.4093326693668375,9.153112238058787,9.18442730994027,0.0,9.444984734695442,9.208185552018321,7.191843400923702,8.486648413260154,9.062864664868172,8.55559222092611,8.882996187635698,9.811757058006522,8.811381502321106
Portugal,8.875223096979727,7.6481714673395755,7.956397257382267,8.046747544495082,7.445375499742539,9.171792248583689,8.959628019554083,7.7403452205495045,9.107271118260643,9.80200340294299,7.812550995592205,8.294148385226567,0.0,9.447702360527948,9.16325641640467,7.394477126759452,7.530501990711789,8.120582169940699,7.367134544015249,0.0,8.183987812798819,7.815396713292155,4.739051392420628,7.529429551018268,9.069182946367059,7.402342368519886,8.003351691129698,7.915621224349622,7.696467606839433,6.2164509992368355,8.655292535048453,9.357120239700713,9.007103976808548,7.445064690713489,8.296935222800872,8.592678329127718,8.105261318785924,9.319767706902919,8.572975236272589,7.281289306553697,8.323255224629733,7.746943775752765,7.865621257610838,8.938054500742982,8.893918575080368,0.0,9.234255121133613,9.3840011993568,8.11721132283607,8.717238091109055,9.277492350058155,8.207897348538275,9.177365632057079,9.869692891699142,8.77483076419457
Netherlands,8.646757048771438,6.89418136888833,7.679210740890574,7.223079025897667,7.4823672035388995,9.347206822108832,8.7583214048033,6.840314202837746,9.26317188270215,9.719819489609542,7.0439465061085205,8.06645934164614,0.0,9.337998048052528,9.16285780752549,6.442579974593042,7.168344892765122,7.316895625121598,5.886978648860817,0.0,7.8383488360466105,6.434504944889563,7.529429551018268,4.343248773447209,9.130145202680964,6.629002422163375,7.0290255604559935,6.820187201609055,6.989570261402446,7.300719914053485,8.731796538780843,9.230290047283804,9.102968167562029,5.153484061523946,8.100550445621892,8.637392860216641,7.285563435184352,9.13813273150943,8.376828907669932,6.058929017852017,8.124490101226245,6.35932626016525,7.43540498092069,9.096875549402922,9.11835950385806,0.0,9.39492270462281,9.260100541728525,7.485332223837064,8.55078578870376,9.12534496155973,8.478284989426255,8.965863499952142,9.845170703262994,8.805979304191153
Mexico,9.551761769841004,9.22673720613753,9.332078243615786,9.23558405221308,9.244143552146879,8.90891779636749,9.59380932877244,9.226559133911554,8.3580154972989,9.486885912816772,9.247178441194128,9.425560616634856,0.0,9.732904429955545,9.775133590997312,9.17372462295577,9.235507993683079,9.196296314245638,9.098112328740411,0.0,9.372887701070685,9.161446617441454,9.069182946367059,9.130145202680964,6.268233411539125,9.045998723511474,9.16928032829114,9.127757791554894,9.237765832300022,9.113163060165247,8.018927033003871,9.719632019802447,9.589821467328948,9.133389454788807,9.432510649813382,8.191253611113307,9.200223367233693,9.333653864203999,9.515180401193339,9.127699032448369,9.43972043575617,9.18391723539253,9.294537208526886,8.035589419926643,8.830801018265433,0.0,8.798050477906513,9.718578049897236,9.290218450714503,9.573061500845315,9.665296985558047,9.337733086410998,9.430854068251042,9.324327768856502,9.604755992045849
Ireland,8.76526753183259,7.432411615962231,7.956904877385829,7.626879612610621,7.71192849578641,9.306828948107842,8.865654556075313,7.427736462408782,9.19670918808762,9.75588621222036,7.547499045680688,8.273902798570925,0.0,9.399188914910427,9.230083193562468,7.093369741539385,7.543131917213241,7.615174625914324,6.132120654815532,0.0,8.097187073393545,7.1232681908774325,7.402342368519886,6.629002422163375,9.045998723511474,4.602326747245028,7.397038727315026,7.144419019240798,7.4951007354550185,7.279481580791563,8.60315086345374,9.297628460677595,9.149364244638921,6.653673152727677,8.299013798255102,8.498185484087445,7.6034626793805575,9.169414726250993,8.536604761867498,6.656987544094305,8.319804127727883,7.184001207306695,7.7863221288920546,9.012866151229959,9.066463304074468,0.0,9.348514097280301,9.325257081419426,7.8310315550300045,8.687007524624388,9.197119560928096,8.529099825282003,9.022909344038073,9.853445054523915,8.89102066600964
Sweden,8.495153287281601,7.310331551754001,7.786708355636039,6.518383279345983,7.850685215411461,9.440263291356802,8.625908035020586,7.12472782877268,9.34693643868605,9.656651794308877,7.184298544622898,8.042366751090661,0.0,9.261819299132904,9.164174227054996,7.34375476508297,7.5909137379519995,5.986181114325438,7.270710162756143,0.0,7.781234121140498,6.26108530404984,8.003351691129698,7.0290255604559935,9.16928032829114,7.397038727315026,5.530631538880095,6.0344421366629994,7.321747924073921,7.8620767855443,8.80150754947838,9.143649776787552,9.160453666825376,7.157514275984539,8.094752611838045,8.699643906535563,5.93473598204628,9.009526888542537,8.30177224388809,7.34329491392823,8.109235479350343,6.697496609896396,7.57213048766832,9.185218442242393,9.233590969753013,0.0,9.480706383062715,9.175111767741837,7.144770176781964,8.475616120230667,9.02114403796163,8.640700434713075,8.811918452282494,9.783497771306786,8.84548333150755
Norway,8.577052343865146,7.353214519026872,7.86572715620076,6.954990902145239,7.851442866123243,9.414972845584852,8.698126952333483,7.209117598680379,9.310931130406251,9.679903279118198,7.302156069317377,8.135288640731577,0.0,9.300358391150503,9.196578206302924,7.2857662817528634,7.606227257608571,6.673596406163481,7.053675610794474,0.0,7.901964371393721,6.1847977525462,7.915621224349622,6.820187201609055,9.127757791554894,7.144419019240798,6.0344421366629994,5.366036293578895,7.3831089462181785,7.779375788061125,8.738663343378418,9.186884521779817,9.176319778732577,6.991887765941714,8.179666599157416,8.631288011738276,6.668757460329578,9.038024788051708,8.388247838247482,7.202579286988549,8.195418928428687,6.731048410285267,7.661368951209545,9.141792544299685,9.20206673967804,0.0,9.453077901369857,9.21693458230237,7.396534660429029,8.551580511753881,9.069202984109415,8.640277528090104,8.858085075562473,9.797668042667684,8.87868551313525
Croatia,8.509951835973613,4.765119165992783,6.984180991670372,7.081382482519412,7.009370991609479,9.36358406919046,8.631763783808726,5.600936572483894,9.324648934189822,9.67833323097774,5.710784238332077,7.660775740349009,0.0,9.265442951814592,9.042330157639412,6.503230278833973,6.248150605649129,7.4399546481328445,7.201331944136186,0.0,7.326698481461395,7.024088375095149,7.696467606839433,6.989570261402446,9.237765832300022,7.4951007354550185,7.321747924073921,7.3831089462181785,4.4935040538733055,7.43982954288716,8.887425379212063,9.152283943276855,8.994319767139233,6.93187406843091,7.7056565413560705,8.810614612253673,7.392875327284053,9.144043078438097,8.111816479401023,6.986346472179588,7.7429474459616525,6.648824692688688,6.414784471727274,9.182706345165364,9.145840463426469,0.0,9.423510352167172,9.185053025066411,7.0845365165115775,8.335249883077315,9.048534364759504,8.333642399422166,8.942299214399428,9.818166564216027,8.635456289601942
Spain,8.802615713004597,7.378105723080648,7.771869379072693,7.888478526375466,7.149787314400732,9.216903785576159,8.893167145661321,7.502185934726393,9.161314294981509,9.77516997290732,7.5896923605140945,8.16760734604964,0.0,9.408232574636093,9.131946520857904,7.05022398953545,7.2201982543753775,7.99030424044927,7.141545156512303,0.0,8.035197949318123,7.637705348266017,6.2164509992368355,7.300719914053485,9.113163060165247,7.279481580791563,7.8620767855443,7.779375788061125,7.43982954288716,5.589270582969858,8.714732206464046,9.313317449500627,8.995912602644472,7.182838315857403,8.17362681075416,8.64740515582979,7.970873023697905,9.285208483722016,8.478327199341994,6.960969926388265,8.20289523807873,7.53536557353745,7.653674684772087,9.000483288337891,8.95461396808583,0.0,9.27941017383725,9.341380037826339,7.959931580230916,8.636693329785377,9.229524180392469,8.199613128538436,9.130463375571775,9.882579494476435,8.731814128205112
USA,9.340733344909658,8.871711471426265,9.019154442463021,8.892996986695493,8.902149422892862,9.036370958723042,9.397633715596541,8.872019808250352,8.64340072997571,9.677963043991504,8.901424720905545,9.144576887543998,0.0,9.703274085862295,9.630523306237963,8.795306933043548,8.885266387760652,8.845515449862106,8.682935231109333,0.0,9.07482358118098,8.782536245650213,8.655292535048453,8.731796538780843,8.018927033003871,8.60315086345374,8.80150754947838,8.738663343378418,8.887425379212063,8.714732206464046,7.057100717823463,9.639348814621448,9.475808276704155,8.73598552991935,9.15384589062545,6.602645556741087,8.849657550070768,9.298240437298666,9.262922385608256,8.727316992425369,9.163303584742607,8.812477592796116,8.967066559699745,8.24674417322391,8.823859320932865,0.0,8.997256675220171,9.65273575166502,8.967291645607952,9.337776224485859,9.559143413631887,9.090940880558849,9.320024029375917,9.562392045049268,9.405250690093872
